대표식품 코드,대표 식품명,관련현대병증,처방 (현대어)
100477,구절판,기생충,참기름
100477,구절판,이질,무
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,편마비;폐결핵;장내기생충질환;간질,도창법
100477,구절판,변비;소변량 감소;배뇨곤란,미나리
100477,구절판,인두염,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,질분비물,미나리
100477,구절판,기생충,참기름
100477,구절판,구역,산부추죽
100477,구절판,성기 부정 출혈,미나리
100477,구절판,인두염,달걀
100477,구절판,기생충,참기름
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,인두염,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,기생충,참기름
100477,구절판,구역,산부추죽
100477,구절판,농양,참기름
100477,구절판,농양,참기름
100477,구절판,등쪽 종기증,참기름
100477,구절판,전신쇠약;영양실조;저체중,잣
100477,구절판,인두염,달걀
100477,구절판,식욕부진,비전삼선고
100477,구절판,기생충,참기름
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,편마비;폐결핵;장내기생충질환;간질,도창법
100477,구절판,감기초기,파
100477,구절판,감기;두통,파
100477,구절판,병원성 미생물,마늘
100477,구절판,인두염,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,기생충,참기름
100477,구절판,구역,산부추죽
100477,구절판,농양,참기름
100477,구절판,농양,참기름
100477,구절판,등쪽 종기증,참기름
100477,구절판,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100477,구절판,이질,파
100477,구절판,이질,파
100477,구절판,발열,파
100477,구절판,발열,파
100477,구절판,인두염,달걀
100477,구절판,두통,파
100477,구절판,기생충,참기름
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,편마비;폐결핵;장내기생충질환;간질,도창법
100477,구절판,인두염,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,이질,달걀
100477,구절판,기생충,참기름
100477,구절판,구역,산부추죽
100477,구절판,인두염,달걀
100478,구절편,기생충,참기름
100478,구절편,이질,무
100478,구절편,감기초기,파
100478,구절편,감기;두통,파
100478,구절편,변비;소변량 감소;배뇨곤란,미나리
100478,구절편,병원성 미생물,마늘
100478,구절편,질분비물,미나리
100478,구절편,기생충,참기름
100478,구절편,농양,참기름
100478,구절편,농양,참기름
100478,구절편,등쪽 종기증,참기름
100478,구절편,성기 부정 출혈,미나리
100478,구절편,무월경,메밀가루
100478,구절편,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100478,구절편,이질,파
100478,구절편,질분비물,메밀가루
100478,구절편,이질,파
100478,구절편,발열,파
100478,구절편,발열,파
100478,구절편,두통,파
100478,구절편,식욕부진,비전삼선고
100480,구황,타박상,호두
100483,구황주,설사,개간
100483,구황주,변비;소변량 감소;배뇨곤란,쇠비름
100483,구황주,토혈,연심산
100483,구황주,설사,개간
100483,구황주,복통,개간
100483,구황주,이질,파
100483,구황주,이질,파
100483,구황주,이질,산부추
100483,구황주,토혈,연심산
100485,국미주,설사,개간
100485,국미주,변비;소변량 감소;배뇨곤란,쇠비름
100485,국미주,설사,개간
100485,국미주,복통,개간
100485,국미주,이질,파
100485,국미주,이질,파
100485,국미주,이질,산부추
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,인두염,달걀
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,인두염,달걀
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,인두염,달걀
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,인두염,달걀
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,인두염,달걀
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,인두염,달걀
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,전신쇠약;영양실조;저체중,잣
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,전신쇠약;영양실조;저체중,잣
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,기생충,참기름
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,감기초기,파
100486,국수,감기;두통,파
100486,국수,인두염,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,이질,달걀
100486,국수,기생충,참기름
100486,국수,구역,산부추죽
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100486,국수,이질,파
100486,국수,이질,파
100486,국수,발열,파
100486,국수,발열,파
100486,국수,인두염,달걀
100486,국수,두통,파
100486,국수,이질,부추
100486,국수,병원성 미생물,마늘
100486,국수,전신쇠약;식욕부진;영양실조;저체중,돼지간
100486,국수,이질,부추
100486,국수,색땀증,율초즙방
100486,국수,이질,부추
100486,국수,요통,돼지콩팥
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),부추
100486,국수,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),부추
100486,국수,기생충,참기름
100486,국수,기생충,참기름
100486,국수,농양,참기름
100486,국수,농양,참기름
100486,국수,등쪽 종기증,참기름
100487,국수물,무월경,메밀가루
100487,국수물,질분비물,메밀가루
100488,국수비빔,후두염; 발성장애,배
100488,국수비빔,후두염; 발성장애,배
100488,국수비빔,변비;소변량 감소;배뇨곤란,미나리
100488,국수비빔,질분비물,미나리
100488,국수비빔,성기 부정 출혈,미나리
100488,국수비빔,자궁 출혈,후박전
100488,국수비빔,후두염; 발성장애,배
100488,국수비빔,후두염; 발성장애,배
100488,국수비빔,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100488,국수비빔,감기초기,파
100488,국수비빔,감기;두통,파
100488,국수비빔,이질,생강
100488,국수비빔,변비;소변량 감소;배뇨곤란,매실
100488,국수비빔,변비;소변량 감소;배뇨곤란,미나리
100488,국수비빔,혈뇨,강밀탕
100488,국수비빔,질분비물,미나리
100488,국수비빔,후각 상실증,양폐산
100488,국수비빔,전신쇠약;영양실조;저체중,잣
100488,국수비빔,성기 부정 출혈,미나리
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100488,국수비빔,이질,파
100488,국수비빔,이질,파
100488,국수비빔,이질,생강
100488,국수비빔,발열,파
100488,국수비빔,발열,파
100488,국수비빔,두통,파
100488,국수비빔,항문출혈,후박전
100488,국수비빔,자궁 출혈,후박전
100488,국수비빔,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100488,국수비빔,감기초기,파
100488,국수비빔,감기;두통,파
100488,국수비빔,이질,생강
100488,국수비빔,변비;소변량 감소;배뇨곤란,매실
100488,국수비빔,변비;소변량 감소;배뇨곤란,미나리
100488,국수비빔,혈뇨,강밀탕
100488,국수비빔,질분비물,미나리
100488,국수비빔,후각 상실증,양폐산
100488,국수비빔,성기 부정 출혈,미나리
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100488,국수비빔,이질,파
100488,국수비빔,이질,파
100488,국수비빔,이질,생강
100488,국수비빔,발열,파
100488,국수비빔,발열,파
100488,국수비빔,두통,파
100488,국수비빔,식욕부진,비전삼선고
100488,국수비빔,항문출혈,후박전
100488,국수비빔,자궁 출혈,후박전
100488,국수비빔,후두염; 발성장애,배
100488,국수비빔,후두염; 발성장애,배
100488,국수비빔,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100488,국수비빔,감기초기,파
100488,국수비빔,감기;두통,파
100488,국수비빔,이질,생강
100488,국수비빔,변비;소변량 감소;배뇨곤란,매실
100488,국수비빔,혈뇨,강밀탕
100488,국수비빔,후각 상실증,양폐산
100488,국수비빔,전신쇠약;영양실조;저체중,잣
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100488,국수비빔,이질,파
100488,국수비빔,이질,파
100488,국수비빔,이질,생강
100488,국수비빔,발열,파
100488,국수비빔,발열,파
100488,국수비빔,두통,파
100488,국수비빔,항문출혈,후박전
100488,국수비빔,기생충,참기름
100488,국수비빔,이질,달걀
100488,국수비빔,이질,달걀
100488,국수비빔,이질,달걀
100488,국수비빔,감기초기,파
100488,국수비빔,감기;두통,파
100488,국수비빔,인두염,달걀
100488,국수비빔,이질,달걀
100488,국수비빔,이질,달걀
100488,국수비빔,이질,달걀
100488,국수비빔,기생충,참기름
100488,국수비빔,구역,산부추죽
100488,국수비빔,농양,참기름
100488,국수비빔,농양,참기름
100488,국수비빔,등쪽 종기증,참기름
100488,국수비빔,무월경,메밀가루
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100488,국수비빔,이질,파
100488,국수비빔,질분비물,메밀가루
100488,국수비빔,이질,파
100488,국수비빔,발열,파
100488,국수비빔,발열,파
100488,국수비빔,인두염,달걀
100488,국수비빔,두통,파
100488,국수비빔,자궁 출혈,후박전
100488,국수비빔,궤양성 대장염;감염성 만성장관(感染性慢性腸管) Ameba症 만성 세균성이질(細菌性痢疾),매실
100488,국수비빔,감기초기,파
100488,국수비빔,감기;두통,파
100488,국수비빔,이질,생강
100488,국수비빔,변비;소변량 감소;배뇨곤란,매실
100488,국수비빔,변비;소변량 감소;배뇨곤란,미나리
100488,국수비빔,병원성 미생물,마늘
100488,국수비빔,혈뇨,강밀탕
100488,국수비빔,질분비물,미나리
100488,국수비빔,후각 상실증,양폐산
100488,국수비빔,성기 부정 출혈,미나리
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),생강
100488,국수비빔,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100488,국수비빔,이질,파
100488,국수비빔,이질,파
100488,국수비빔,이질,생강
100488,국수비빔,발열,파
100488,국수비빔,발열,파
100488,국수비빔,두통,파
100488,국수비빔,식욕부진,비전삼선고
100488,국수비빔,항문출혈,후박전
100489,국수장국,기생충,참기름
100489,국수장국,이질,달걀
100489,국수장국,이질,달걀
100489,국수장국,이질,달걀
100489,국수장국,감기초기,파
100489,국수장국,감기;두통,파
100489,국수장국,인두염,달걀
100489,국수장국,이질,달걀
100489,국수장국,이질,달걀
100489,국수장국,이질,달걀
100489,국수장국,기생충,참기름
100489,국수장국,구역,산부추죽
100489,국수장국,Ameba성 적리(赤痢);궤양성결장염(潰瘍性結腸炎);세균성이질(細菌性痢疾);만성흡혈충병(慢性吸血蟲病),가죽나무뿌리껍질
100489,국수장국,이질,파
100489,국수장국,이질,파
100489,국수장국,발열,파
100489,국수장국,발열,파
100489,국수장국,인두염,달걀
100489,국수장국,두통,파
100489,국수장국,감기초기,파
